,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
49787,Facebook,Mexico,Central America,Central America,40-49,44.5,Male,Developer; Manager,Mobile developer - iOS,"Mobile Dev (Android, iOS, WP & Multi-Platform)",11+ years,13.0,"$20,000 - $30,000",25000.0,2.81,iOS; Objective-C; WordPress,SQL,No,9.0,Freelance / Contractor,Education,1-4 employees,1-4 people,1,I rarely work remotely,I love my job,Self-employed - I created my own job,Xcode,Once a day,None,Dogs,Mac OS X,Yes,"501 - 1,000",Once a week,I learn new technology when my job requires it,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Office location,Finding time to search for a job,40%,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Fewer brainteasers,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Neutral,Agree completely,Disagree completely,Agree completely,Neutral,Disagree completely,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Inefficient development processes; Unrealistic expectations; Interacting with non-technical people,To give help to others; Because I can't do my job without it; To communicate with others like me; Beacause I love to learn
49794,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager,Full-stack web developer,Full-stack web developer,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,2.81,"C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; SQL; SQL Server; Windows Phone","Android; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; PHP; Ruby; SQL; SQL Server; Swift; Windows Phone",No,10.0,Employed full-time,Telecommunications,5-9 employees,1-4 people,0,Full-time remote,I love my job,A friend referred me,Sublime,Once a day,2-5 hours per week,Dogs,Windows 10,I don't know,I don't have an account,Multiple times a day,To keep my skills up to date,I'm self-taught; Some college coursework in Computer Science (or related field),,,,,,,,,,,,,,,,,,,,,,,,,,,,
49944,Facebook,Mexico,Central America,Central America,35-39,37.0,Male,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$30,000 - $40,000",35000.0,2.81,AngularJS; JavaScript; PHP; ReactJS; SQL; WordPress,C#; JavaScript; PHP; Python,Yes,8.0,Employed full-time,Web Services,100-499 employees,5-9 people,1,Part-time remote,I'm somewhat satisfied with my job,Contacted by external recruiter,Sublime; Vim; NetBeans,Multiple times a day,1-2 hours per week,Dogs,Windows 10,Yes,2 - 100,Multiple times a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Equity; Ability to make or influence important decisions; Health insurance; Tech stack; Work/life balance; Opportunity for advancement; Job title; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Finding time to search for a job,40%,Show me more live code; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Neutral,Agree somewhat,Disagree completely,Disagree somewhat,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor documentation,To get help for my job; To give help to others; Because I can't do my job without it; whyso_onlinepresence; To discover new job opportunities; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
50054,Facebook,Mexico,Central America,Central America,40-49,44.5,Male,Developer; Programmer; Sr. Developer,Graphics programmer,Graphics programmer,11+ years,13.0,"$30,000 - $40,000",35000.0,2.81,Android; Arduino / Raspberry Pi; C#; iOS; Java; JavaScript; Matlab; Objective-C; Python; WordPress,Node.js; Perl; PHP,Yes,7.0,Employed part-time,Other (please specify),5-9 employees,1-4 people,0,Part-time remote,I'm somewhat dissatisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Xcode,A few times a month,10-20 hours per week,Other (please specify),Mac OS X,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50072,Facebook,Mexico,Central America,Central America,35-39,37.0,Male,Developer; Sr. Developer; Ninja; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,2.81,iOS; Objective-C; Python; Swift,Android,No,8.0,Employed full-time,Automotive,5-9 employees,1-4 people,2,I rarely work remotely,I love my job,LinkedIn,Sublime; Vim; Xamarin; Xcode,Once a day,5-10 hours per week,Dogs,Mac OS X,Yes,1,Multiple times a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Mentorship program (e.g. Flatiron School, GDI, etc.)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours,Taking time off work to interview,80%,Introduce me to the team; interview_coffee; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Agree completely,Agree somewhat,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,I don't care about this,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Outdated technologies; Non-technical management; Changing requirements; Unspecific requirements,To get help for my job; To give help to others; To receive help on my personal projects; Beacause I love to learn
50146,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Engineer; Sr. Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,Android; AngularJS; CoffeeScript; JavaScript; Node.js; ReactJS,Android; AngularJS; Hadoop; JavaScript; MongoDB; Node.js; Python; ReactJS,No,6.0,Employed full-time,Other (please specify),5-9 employees,1-4 people,0,Full-time remote,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Sublime; Android Studio; NetBeans,Multiple times a day,5-10 hours per week,Cats,Windows 8,Yes,I don't have an account,Once a day,I'm curious,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Writing cover letters,100%,Prepare me for who I will be speaking with,,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Neutral,Agree completely,Agree somewhat,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Unrealistic expectations; Poor documentation; Trying to be nice,To get help for my job; To receive help on my personal projects; Beacause I love to learn
50232,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Full-stack Developer,Full-stack web developer,Full-stack web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,"Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; PHP; SQL",Dart; Go; Ruby,Yes,8.0,Employed full-time,Retail,20-99 employees,1-4 people,0,I rarely work remotely,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Atom; TextMate; Android Studio; NetBeans,Multiple times a day,1-2 hours per week,Cats,Ubuntu,Yes,I'm not sure,Multiple times a day,To keep my skills up to date,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Industry; Work/life balance; Company reputation; Remote working option,Writing my CV and keeping it updated,50%,Introduce me to the team; Show me the space in which I will work,,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Agree completely,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,This is very important,Inefficient development processes; Unrealistic expectations; Interacting with stupid people,To get help for my job; Beacause I love to learn
50233,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Developer; Engineer; Programmer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,AngularJS; JavaScript; MongoDB; Node.js; ReactJS,Android; Go,No,7.0,Employed full-time,Consulting,"1,000-4,999 employees",10-14 people,1,I rarely work remotely,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Atom; Sublime; Vim,Multiple times a day,2-5 hours per week,Dogs,Other Linux,Yes,I don't have an account,Once a day,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Salary; Building something that's significant; Remote working option,Interesting companies rarely respond to me,40%,Offer remote interviews (e.g. via video conference); Introduce me to the boss; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers,Star Wars,Neutral,Agree somewhat,Agree somewhat,Agree completely,Disagree somewhat,Disagree completely,Neutral,Agree somewhat,Neutral,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,I don't care about this,Poor team dynamics; Inefficient development processes; Fragile code base; Unrealistic expectations; Corporate policies; Non-technical management; Changing requirements; Unspecific requirements; Limited resources,To get help for my job
50254,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Engineer; Sr. Developer; Full-stack Developer,Front-end web developer,Front-end web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,2.81,JavaScript; PHP; Redis,JavaScript; MongoDB; Node.js; Python; ReactJS,Other (please specify),8.0,Employed full-time,Other (please specify),500-999 employees,5-9 people,0,I rarely work remotely,I love my job,A friend referred me,Atom,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Once a day,To keep my skills up to date,On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Tech stack; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Flexible work hours; Building something that's innovative,Writing cover letters,50%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); interview_coffee; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Agree somewhat,Agree completely,Disagree somewhat,Disagree somewhat,Agree somewhat,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,I don't care about this,Inefficient development processes; Poor scheduling; Unrealistic expectations; Poor documentation; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements,To get help for my job
50312,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$20,000 - $30,000",25000.0,2.81,C#; Java; JavaScript; PHP; SQL; Visual Basic,Hadoop; MongoDB; Ruby,Yes,8.0,Employed full-time,Consulting,"5,000-9,999 employees",15-20 people,I'm not sure,Never,I'm neither satisfied nor dissatisfied,LinkedIn,Notepad++; Sublime; Eclipse,Once a day,1-2 hours per week,Dogs,Windows 7,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Work/life balance; Opportunity for advancement; Company culture; Company reputation; Building something that's significant; Building something that's innovative,Writing cover letters,,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Agree somewhat,Agree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,I don't care about this,Inefficient development processes; Fragile code base; Unrealistic expectations; Outdated technologies; Non-technical management; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Unspecific requirements,To get help for my job; To receive help on my personal projects; Beacause I love to learn
50316,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Developer; Programmer; Manager; Hacker,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$20,000 - $30,000",25000.0,2.81,JavaScript; LAMP; PHP; Python; SQL,Android; Node.js; ReactJS; Swift,No,7.0,Self-employed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50343,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Engineer; Programmer; Full-stack Developer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",1 - 2 years,1.5,"Less than $10,000",5000.0,2.81,Java; JavaScript; PHP; SQL,Android; C#; Hadoop; Objective-C; Python,No,5.0,Employed part-time,Software Products,500-999 employees,5-9 people,0,I rarely work remotely,I'm somewhat dissatisfied with my job,Contacted by company (in-house recruiter),Sublime; Android Studio; Eclipse; NetBeans; Visual Studio,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,I'm not sure,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; Industry certification program; B.S. in Computer Science (or related field),I am actively looking for a new job,Salary; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant,Searching for a job that seems interesting,60%,Be more flexible about interview scheduling; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Agree completely,Disagree somewhat,Neutral,Agree somewhat,Disagree completely,Disagree completely,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,Poor team dynamics; Inefficient development processes; Poor scheduling; Poor documentation; Non-technical management; Interacting with stupid people; Poor infrastructure or equipment; Unspecific requirements; Limited resources; Trying to be nice,To discover new job opportunities; Beacause I love to learn
50436,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Engineer,Back-end web developer,Back-end web developer,1 - 2 years,1.5,"$20,000 - $30,000",25000.0,2.81,C#; JavaScript; MongoDB; SQL Server,C#; JavaScript,Yes,8.0,Employed full-time,Consulting,10-19 employees,5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),Sublime; Visual Studio Code,Multiple times a day,1-2 hours per week,Cats,Mac OS X,I don't know,1,Multiple times a day,I want to be a better developer,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture,Taking time off work to interview,100%,Introduce me to the team,Star Wars,,,,,,,,,,,,,,,,,,,,,,
50659,Facebook,Mexico,Central America,Central America,30-34,32.0,Male,Engineer; Programmer,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",6 - 10 years,8.0,"$10,000 - $20,000",15000.0,2.81,Matlab; Python,C++; Python; R,No,8.0,Employed full-time,Consulting,10-19 employees,1-4 people,0,Part-time remote,I'm somewhat satisfied with my job,I knew I wanted to work here. I sought out the opportunity directly,Vim; Visual Studio,Once a day,1-2 hours per week,Dogs,Mac OS X,Yes,I don't have an account,Once a day,I'm curious,I'm self-taught; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Work/life balance; Opportunity for advancement,The interview process,80%,Introduce me to the boss; Introduce me to the team; Fewer brainteasers,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Disagree somewhat,Agree somewhat,Agree completely,Agree completely,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,I don't care about this,Poor team dynamics; Inefficient development processes; Unrealistic expectations,To get help for my job; Beacause I love to learn
51125,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Engineer; Programmer; Sr. Developer; Ninja; Full-stack Developer; Hacker,Enterprise level services developer,Enterprise level services developer,6 - 10 years,8.0,"$10,000 - $20,000",15000.0,2.81,"Android; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; LAMP; Node.js; PHP; Scala; SQL; SQL Server",,Yes,9.0,Freelance / Contractor,Government,I am not sure,5-9 people,2,I rarely work remotely,I'm somewhat satisfied with my job,A friend referred me,Sublime; Android Studio; IntelliJ; NetBeans; PhpStorm; Visual Studio; Visual Studio Code,A couple times a week,5-10 hours per week,Dogs,Windows 10,Yes,"501 - 1,000",Once a day,I'm curious,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Mentorship program (e.g. Flatiron School, GDI, etc.); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Company culture; Building something that's significant,Searching for a job that seems interesting,90%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Fewer brainteasers,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Disagree completely,Agree somewhat,Disagree completely,Agree somewhat,Agree completely,This is somewhat important,I don't care about this,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor scheduling; Unrealistic expectations; Limited resources,To get help for my job; To give help to others; To demonstrate that I'm good at what I do; To communicate with others like me; To receive help on my personal projects
51130,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,2.81,Android; Arduino / Raspberry Pi; AngularJS; C; C++; C#; iOS; Java; JavaScript; Node.js; Objective-C; Python; Ruby; SQL Server,MATLAB; Swift,Yes,5.0,I'm a student,,,,,,,,Atom; Sublime; Vim; Android Studio; Eclipse; NetBeans,Multiple times a day,None,Cats,Mac OS X,I don't know,I don't have an account,Once a week,I'm curious,I'm self-taught,I am not interested in new job opportunities,Salary; Tech stack; Office location; Company reputation; Remote working option; Flexible work hours,Writing my CV and keeping it updated,10%,Offer remote interviews (e.g. via video conference),Star Trek,Neutral,Neutral,Agree completely,Neutral,Agree completely,Agree somewhat,Disagree completely,Disagree somewhat,Disagree completely,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Inefficient development processes; Poor scheduling; Poor documentation; Non-technical management; Limited resources,To get help for my job
51222,Facebook,Mexico,Central America,Central America,35-39,37.0,Male,Developer; Programmer; Full-stack Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,2.81,CoffeeScript; JavaScript; Ruby,Android; AngularJS; iOS; Node.js; Visual Basic,Yes,8.0,Freelance / Contractor,Web Services,1-4 employees,1-4 people,0,Full-time remote,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Atom; RubyMine,Multiple times a day,1-2 hours per week,Cats,Mac OS X,Yes,I'm not sure,Multiple times a day,To keep my skills up to date,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Remote working option; Flexible work hours,Writing cover letters,80%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Fewer brainteasers,,Agree completely,Agree completely,Agree completely,Agree somewhat,Neutral,Disagree somewhat,Agree completely,Agree completely,Agree somewhat,Neutral,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,Poor documentation; Unspecific requirements; Limited resources,To get help for my job
51234,Facebook,Mexico,Central America,Central America,25-29,27.0,Male,Developer; Engineer; Programmer; Sr. Developer; Manager; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,"$110,000 - $120,000",115000.0,2.81,"Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; SQL; SQL Server; Visual Basic","Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); F#; iOS; JavaScript; SQL; SQL Server; Visual Basic",Yes,10.0,Freelance / Contractor,Internet,10-19 employees,5-9 people,1,Full-time remote,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Visual Studio; Xamarin,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Other (please specify),I'm not sure,Multiple times a day,Other (please specify),B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Remote working option; Flexible work hours,Writing my CV and keeping it updated,60%,Show me more live code,Star Wars,Agree completely,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Agree completely,Agree completely,Agree somewhat,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,Unrealistic expectations; Corporate policies; Unspecific requirements,To get help for my job; To receive help on my personal projects
51243,Facebook,Mexico,Central America,Central America,40-49,44.5,Male,Developer; Engineer; Programmer; Manager,Analyst,Analyst,11+ years,13.0,"$10,000 - $20,000",15000.0,2.81,C; C++; Java; JavaScript; LAMP; Visual Basic,Android; iOS; Objective-C,,8.0,Employed full-time,Finance / Banking,"1,000-4,999 employees",1-4 people,2,Never,Other (please specify),"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Eclipse; NetBeans,A few times a month,10-20 hours per week,Dogs,Windows 7,Yes,I don't have an account,Multiple times a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Mentorship program (e.g. Flatiron School, GDI, etc.); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Work/life balance,Finding an open job that I'm qualified for,90%,Introduce me to the boss; Introduce me to the team,Star Wars,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Agree somewhat,Agree completely,Neutral,Neutral,This is very important,This is somewhat important,This is somewhat important,This is very important,,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,Poor team dynamics; Fragile code base; Unrealistic expectations; Unspecific requirements,To get help for my job; To give help to others; To communicate with others like me; Beacause I love to learn
51267,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"Less than $10,000",5000.0,2.81,JavaScript; LAMP; MongoDB; Perl; PHP; Python; SQL,MongoDB; Node.js; ReactJS; Redis,Other (please specify),8.0,Employed part-time,Other (please specify),100-499 employees,1-4 people,0,I rarely work remotely,I'm somewhat satisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Atom; Sublime,A couple times a week,2-5 hours per week,Dogs,Other Linux,Yes,1,Multiple times a day,To keep my skills up to date,I'm self-taught,I am actively looking for a new job,Health insurance; Work/life balance; Opportunity for advancement; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,70%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the team; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Disagree somewhat,Neutral,Agree completely,Agree completely,Neutral,Neutral,Neutral,Agree completely,Disagree completely,Agree somewhat,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,I don't care about this,Poor team dynamics; Poor scheduling; Corporate policies; Outdated technologies; Non-technical management; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Changing requirements; Limited resources,To get help for my job; To give help to others; To discover new job opportunities; To communicate with others like me; Beacause I love to learn
51304,Facebook,Mexico,Central America,Central America,35-39,37.0,Male,Developer; Sr. Developer; Rockstar; Guru; Hacker,Full-stack web developer,Full-stack web developer,11+ years,13.0,"Less than $10,000",5000.0,2.81,Android; Cordova; iOS; JavaScript; LAMP; Node.js; PHP; Python; SQL,Android; iOS; JavaScript; LAMP; MongoDB; Node.js; PHP; Python; SQL; WordPress,No,9.0,Employed full-time,Education,20-99 employees,1-4 people,2,I rarely work remotely,I love my job,A friend referred me,Sublime; TextMate; Android Studio; Xcode,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,I don't know,I'm not sure,Multiple times a day,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Health insurance; Office location; Company culture; Remote working option; Flexible work hours,Writing cover letters,90%,Show me more live code; Introduce me to the boss; interview_coffee,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Agree completely,Agree completely,Neutral,Agree somewhat,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,Poor team dynamics; Interacting with non-technical people; Interacting with stupid people; Poor infrastructure or equipment; Trying to be nice,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
51324,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Developer; Programmer,Back-end web developer,Back-end web developer,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,2.81,iOS; JavaScript; PHP; SQL; Swift,AngularJS; MongoDB; Node.js; Python; Ruby; Scala,Yes,8.0,Employed full-time,Other (please specify),500-999 employees,5-9 people,2,I rarely work remotely,I love my job,Contacted by company (in-house recruiter),Sublime; Xcode,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,2 - 100,Once a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Salary; Industry; Company financials; Remote working option,Searching for a job that seems interesting,100%,Show me more live code,Star Wars,Agree completely,Agree completely,Neutral,Agree somewhat,Disagree somewhat,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,Poor team dynamics; Fragile code base; Unrealistic expectations,To get help for my job; To give help to others; To receive help on my personal projects; Beacause I love to learn
51345,Facebook,Mexico,Central America,Central America,20-24,22.0,Male,Programmer,Student,Student,2 - 5 years,3.5,Unemployed,,2.81,C; C++; Ruby,JavaScript; Python; Swift,Yes,7.0,I'm a student,,,,,,,,Atom; Sublime; Vim; Xcode,A few times a month,5-10 hours per week,Cats,Mac OS X,Yes,I don't have an account,Once a day,I want to be a better developer,"Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Equity; Industry; Tech stack; Work/life balance; Company culture; Company reputation; Building something that's significant; Flexible work hours; Building something that's innovative,Writing cover letters,60%,Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree completely,Agree somewhat,Agree somewhat,Disagree completely,Agree somewhat,Agree completely,Agree completely,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is somewhat important,This is very important,Poor documentation; Interacting with stupid people; Unspecific requirements,To get help for my job; Because I can't do my job without it; Beacause I love to learn
