,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
30236,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Male,Developer; Rockstar; Full Stack Overflow Developer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",6 - 10 years,8.0,"$60,000 - $70,000",65000.0,3.71,Android; Arduino / Raspberry Pi; AngularJS; Java; Node.js; PHP; Ruby,Android; Java,No,8.0,Employed full-time,Software Products,1-4 employees,1-4 people,1,I rarely work remotely,I'm somewhat satisfied with my job,Other,Sublime; Android Studio,Once a day,None,Dogs,Windows 7,Yes,I don't have an account,Once a day,I learn new technology when my job requires it,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Quality of colleagues; Building something that's innovative,The interview process,50%,Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree completely,Agree somewhat,Neutral,Disagree completely,Agree somewhat,Neutral,Agree somewhat,Agree somewhat,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Unrealistic expectations; Unspecific requirements,To get help for my job; To discover new job opportunities
30426,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,< 20,16.0,Male,Developer; Programmer,Student,Student,2 - 5 years,3.5,"$10,000 - $20,000",15000.0,3.71,C; C#; Visual Basic,C; C++; C#; F#; Haskell; Visual Basic,No,6.0,I'm a student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30606,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Male,Sr. Developer; Manager; Expert,DevOps,DevOps,11+ years,13.0,"$40,000 - $50,000",45000.0,3.71,C#; JavaScript; Node.js; SQL; SQL Server,AngularJS,No,10.0,Employed full-time,Consulting,"1,000-4,999 employees",20+ people,11+,Part-time remote,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Visual Studio; Visual Studio Code,Multiple times a day,5-10 hours per week,Cats,Windows 10,Yes,"10,001+",Multiple times a day,I'm curious,I'm self-taught; Industry certification program,I am not interested in new job opportunities,Salary; Tech stack; Company size; Quality of colleagues; Company culture,Searching for a job that seems interesting,70%,Show me more live code; Introduce me to the boss; Introduce me to the team,Star Wars,Agree completely,Agree completely,Agree completely,Agree somewhat,Disagree somewhat,Neutral,Neutral,Disagree completely,Disagree somewhat,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is very important,Unrealistic expectations; Corporate policies; Interacting with stupid people,To get help for my job; To give help to others; whyso_onlinepresence; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
30979,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,30-34,32.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,11+ years,13.0,"$30,000 - $40,000",35000.0,3.71,C++; LAMP; PHP; Redis; SQL; WordPress,"C#; Cordova; Cloud (AWS, GAE, Azure, etc.); MongoDB; Node.js; Python",No,8.0,Employed full-time,Foundation / Non-Profit,100-499 employees,5-9 people,0,Part-time remote,I'm somewhat satisfied with my job,Other,Notepad++; PhpStorm,Multiple times a day,10-20 hours per week,Dogs,Windows 10,No,2 - 100,Once a day,To keep my skills up to date,"I'm self-taught; On-the-job training; Full-time, intensive program (e.g. ""boot-camp""); Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program","I'm not actively looking, but I am open to new opportunities",Salary; Flexible work hours; Building something that's innovative,Writing cover letters,60%,Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference),,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,This is very important,This is very important,I don't care about this,,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,I don't care about this,Poor scheduling; Poor documentation; Outdated technologies,To get help for my job; Beacause I love to learn
31074,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,50-59,54.5,Female,Programmer; Sr. Developer,other,,11+ years,13.0,Unemployed,,3.71,Objective-C,Objective-C,No,9.0,Retired,,,,,,,,Xcode,I never check-in or commit code,5-10 hours per week,,,I don't know,"501 - 1,000",Once a day,To keep my skills up to date,B.S. in Computer Science (or related field),I am not interested in new job opportunities,Opportunity for advancement; Office location; Company culture,,0%,,,Agree somewhat,Disagree somewhat,Agree completely,Disagree somewhat,Agree completely,Disagree completely,,Disagree somewhat,Neutral,Disagree completely,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,Poor documentation,To give help to others; Beacause I love to learn
31263,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,40-49,44.5,Male,Engineer,,,,,,,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31431,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Female,Developer; Programmer; Sr. Developer,Enterprise level services developer,Enterprise level services developer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,3.71,Android; C#; Cordova; Java; Perl; SQL; SQL Server,Android; Java; Objective-C; Scala,Other (please specify),9.0,Employed full-time,Web Services,"5,000-9,999 employees",5-9 people,2,Never,I'm neither satisfied nor dissatisfied,A friend referred me,IntelliJ; Visual Studio,A couple times a week,10-20 hours per week,Cats,Windows 8,Other (please specify),1,Once a day,To build a specific product I have in mind,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Quality of colleagues,The interview process,50%,Show me more live code; Show me the space in which I will work; Fewer brainteasers,Star Wars,Agree somewhat,Agree completely,Agree completely,Neutral,Agree completely,Disagree completely,Neutral,Agree somewhat,Agree somewhat,Agree somewhat,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Inefficient development processes; Fragile code base; Interacting with non-technical people,To get help for my job; To receive help on my personal projects; Beacause I love to learn
31525,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,50-59,54.5,Male,Developer; Engineer; Programmer,Desktop developer,Desktop developer,11+ years,13.0,"$50,000 - $60,000",55000.0,3.71,Arduino / Raspberry Pi,Arduino / Raspberry Pi; C++; C#,No,7.0,Freelance / Contractor,Manufacturing,1-4 employees,1-4 people,0,Part-time remote,I love my job,Self-employed - I created my own job,,A couple times a week,None,Cats,Windows 7,No,I don't have an account,Once a day,I'm curious,I'm self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31528,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,35-39,37.0,Male,Sr. Developer,Back-end web developer,Back-end web developer,11+ years,13.0,"$70,000 - $80,000",75000.0,3.71,AngularJS,AngularJS; C#,No,8.0,Self-employed,Consulting,1-4 employees,1-4 people,0,Part-time remote,I love my job,Self-employed - I created my own job,Sublime,Multiple times a day,1-2 hours per week,Cats,Windows 10,I don't know,"1,001 - 5,000",Multiple times a day,I learn new technology when my job requires it,I'm self-taught,I am not interested in new job opportunities,Work/life balance; Office location; Building something that's significant,Writing cover letters,50%,,,Agree completely,Agree somewhat,Agree completely,Neutral,Disagree completely,Disagree completely,Agree completely,Agree completely,Agree somewhat,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,,
31727,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer; Programmer; Hacker,Student,Student,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,3.71,C; Hadoop; iOS; JavaScript; Matlab; Objective-C; Python,C; C++; Haskell; Python; R; Ruby; Rust; Scala; Swift,Yes,8.0,I'm a student,,,,,,,,Vim,Multiple times a day,2-5 hours per week,Cats,Other Linux,Yes,1,Once a week,I want to be a better developer,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Opportunity for advancement; Company culture; Building something that's significant; Flexible work hours; Building something that's innovative,Taking time off work to interview,90%,Show me more live code; Be more flexible about interview scheduling; Offer remote interviews (e.g. via video conference); Introduce me to the team; interview_coffee; Prepare me for who I will be speaking with,,Neutral,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Neutral,Agree completely,Neutral,Disagree somewhat,I don't care about this,This is very important,I don't care about this,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Corporate policies; Outdated technologies; Non-technical management; Interacting with stupid people; Limited resources,To get help for my job
31804,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,35-39,37.0,Male,Developer; Sr. Developer; Expert; Full-stack Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$40,000 - $50,000",45000.0,3.71,JavaScript; PHP; SQL,Cordova; JavaScript; Redis; Scala; SQL,Yes,9.0,Employed full-time,Web Services,20-99 employees,5-9 people,1,I rarely work remotely,I'm somewhat satisfied with my job,Contacted by company (in-house recruiter),IntelliJ,Multiple times a day,5-10 hours per week,,Mac OS X,Yes,"5,001 - 10,000",Once a week,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Tech stack; Quality of colleagues; Company culture; Company reputation; Flexible work hours,Writing my CV and keeping it updated,50%,Show me more live code; Be more flexible about interview scheduling; interview_coffee; Show me the space in which I will work,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Neutral,Neutral,Neutral,Disagree somewhat,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Poor team dynamics; Poor scheduling; Unrealistic expectations,To give help to others; whyso_onlinepresence; To discover new job opportunities; To demonstrate that I'm good at what I do; Beacause I love to learn
31943,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Full Stack Overflow Developer,Student,Student,1 - 2 years,1.5,,,3.71,C#; JavaScript; PHP; SQL,C#; JavaScript; PHP; Python; SQL,Yes,,I'm a student,,,,,,,,Notepad++; Visual Studio,Multiple times a day,10-20 hours per week,Cats,Windows 10,Yes,101 - 500,Multiple times a day,I want to be a better developer,I'm self-taught; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Opportunity for advancement,Finding an open job that I'm qualified for,40%,Introduce me to the team; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Agree somewhat,Neutral,Neutral,Disagree completely,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,Outdated technologies; Interacting with stupid people; Unspecific requirements,To give help to others; Beacause I love to learn
32015,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,30-34,32.0,Male,Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$50,000 - $60,000",55000.0,3.71,Java; Perl,Java; ReactJS; Scala,No,6.0,Employed full-time,Software Products,5-9 employees,5-9 people,1,Never,I'm somewhat dissatisfied with my job,A friend referred me,Notepad++; Eclipse,A couple times a week,1-2 hours per week,Dogs,Windows 7,Yes,I don't have an account,Multiple times a day,I want to be a better developer,"Full-time, intensive program (e.g. ""boot-camp""); Masters Degree in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Tech stack; Work/life balance; Office location; Building something that's significant; Building something that's innovative,Writing my CV and keeping it updated,0%,Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Disagree somewhat,Disagree completely,Agree completely,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Unrealistic expectations; Outdated technologies; Unspecific requirements,To get help for my job; Because I can't do my job without it
32043,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,30-34,32.0,Male,Developer,Back-end web developer,Back-end web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,3.71,AngularJS; JavaScript; PHP,Arduino / Raspberry Pi; C#; Clojure; JavaScript; PHP; Python; R; ReactJS; Redis; Ruby,Yes,7.0,Employed full-time,Consumer Products,20-99 employees,15-20 people,5,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Sublime; Vim; PhpStorm,Multiple times a day,5-10 hours per week,Cats,Ubuntu,Yes,"501 - 1,000",Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Tech stack; Work/life balance; Opportunity for advancement; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Building something that's innovative,Interesting companies rarely respond to me,0%,Prepare me for who I will be speaking with,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Neutral,Neutral,Agree completely,Neutral,Agree completely,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,This is very important,I don't care about this,Poor scheduling; Unrealistic expectations,To get help for my job; To give help to others; Beacause I love to learn
32083,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,40-49,44.5,Male,Sr. Developer,Back-end web developer,Back-end web developer,11+ years,13.0,"$50,000 - $60,000",55000.0,3.71,PHP,Haskell; Python,Yes,9.0,Employed full-time,Healthcare,20-99 employees,5-9 people,1,I rarely work remotely,I'm neither satisfied nor dissatisfied,Contacted by external recruiter,Vim; PhpStorm,Multiple times a day,2-5 hours per week,Cats,Other Linux,Yes,"1,001 - 5,000",Multiple times a day,I want to be a better developer,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Health insurance; Tech stack; Quality of colleagues; Company culture; Building something that's significant,The interview process,80%,Prepare me for who I will be speaking with,Star Trek,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Neutral,Agree somewhat,Agree somewhat,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Unrealistic expectations; Outdated technologies; Interacting with stupid people; Limited resources,To get help for my job; To give help to others; Beacause I love to learn
32206,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,30-34,32.0,Male,Developer; Full Stack Overflow Developer,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$20,000 - $30,000",25000.0,3.71,AngularJS; C#; JavaScript; SQL Server,"Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript",Other (please specify),7.0,Employed full-time,Web Services,5-9 employees,1-4 people,1,I rarely work remotely,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Visual Studio,Once a day,1-2 hours per week,Other (please specify),Windows 10,Yes,"5,001 - 10,000",Once a month,I want to be a better developer,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); B.A. in Computer Science (or related field)",I am not interested in new job opportunities,Salary; Tech stack; Company financials; Work/life balance; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Flexible work hours,Other (please specify),30%,Show me more live code; Introduce me to the boss; Show me the space in which I will work,,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Disagree somewhat,Agree somewhat,Agree completely,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Limited resources,To get help for my job; To give help to others; Beacause I love to learn
32238,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Ninja; Guru,Student,Student,6 - 10 years,8.0,"Less than $10,000",5000.0,3.71,Android; Java; JavaScript; Matlab; Scala,Go; Rust; Scala,Yes,7.0,I'm a student,,,,,,,,Vim; IntelliJ,Once a day,2-5 hours per week,Dogs,Other Linux,Other (please specify),101 - 500,Once a week,I'm curious,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Office location,The interview process,Other (please specify),,Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Disagree somewhat,Disagree somewhat,Disagree completely,This is very important,This is very important,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,This is very important,Non-technical management; Interacting with non-technical people; Unspecific requirements,To get help for my job; I don't really use Stack Overflow. I just take surveys.
32304,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,35-39,37.0,Male,Engineer; Sr. Developer; Manager,Product manager,Product manager,11+ years,13.0,"$70,000 - $80,000",75000.0,3.71,SQL,SQL,No,9.0,Employed full-time,Software Products,10-19 employees,5-9 people,0,Part-time remote,I love my job,Other,,Multiple times a day,None,Cats,Windows 10,Yes,I don't have an account,I have never been on Stack Overflow. I just love taking surveys.,To keep my skills up to date,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Equity; Industry; Company size; Company financials; Work/life balance; Opportunity for advancement; Job title; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option,Other (please specify),30%,Introduce me to the boss; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree completely,Agree completely,Agree completely,Agree completely,Agree completely,Disagree completely,Agree somewhat,Disagree completely,Neutral,Disagree completely,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor documentation; Interacting with stupid people; Changing requirements; Unspecific requirements; Limited resources,I don't really use Stack Overflow. I just take surveys.
32341,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,< 20,16.0,Male,Developer; Engineer; Programmer; Guru,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,3.71,Android; Java; Python; SQL,"Android; Arduino / Raspberry Pi; AngularJS; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Go; iOS; JavaScript; MongoDB; Node.js; Ruby; Swift",Yes,5.0,Other (please specify),Other (please specify),500-999 employees,1-4 people,0,Part-time remote,I love my job,A friend referred me,Atom; Sublime; Android Studio; IntelliJ; PhpStorm; PyCharm; Visual Studio Code,A few times a month,5-10 hours per week,Dogs,Mac OS X,Yes,2 - 100,Once a week,I want to be a better developer,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Some college coursework in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Equity; Ability to make or influence important decisions; Industry; Tech stack; Company size; Company financials; Work/life balance; Opportunity for advancement; Office location; Quality of colleagues; Company culture; Company reputation; Building something that's significant; Remote working option; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,Other (please specify),Show me more live code; Introduce me to the boss; Introduce me to the team; interview_coffee; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Neutral,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,Agree completely,Agree somewhat,Neutral,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Fragile code base; Poor scheduling; Poor documentation,whyso_onlinepresence; To discover new job opportunities; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
32374,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,< 20,16.0,Male,Developer; Programmer,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,3.71,Java; JavaScript; Python; SQL,Android; Arduino / Raspberry Pi; C#; MongoDB,Yes,8.0,I'm a student,,,,,,,,IntelliJ,Multiple times a day,2-5 hours per week,Dogs,Windows 10,Yes,I'm not sure,Multiple times a day,I want to be a better developer,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Salary; Ability to make or influence important decisions; Opportunity for advancement; Office location; Quality of colleagues; Company reputation; Building something that's significant; Flexible work hours; Building something that's innovative,Searching for a job that seems interesting,60%,Show me more live code; Introduce me to the team; interview_coffee; Show me the space in which I will work; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars; Star Trek,,,,,,,,,,,,,,,,,,,,,,
32425,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,< 20,16.0,Male,Developer; Ninja,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,3.71,Java; Python; SQL,"Android; AngularJS; C#; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Go; Java; JavaScript; Node.js; Python; ReactJS; Redis",Yes,7.0,I'm a student,,,,,,,,Atom; Vim; IntelliJ,Multiple times a day,2-5 hours per week,Dogs,Mac OS X,Yes,1,Multiple times a day,I'm curious,I'm self-taught; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Opportunity for advancement; Company culture; Building something that's innovative,Writing cover letters,10%,Introduce me to the team; Prepare me for who I will be speaking with,Star Trek,Neutral,Agree somewhat,Agree completely,Neutral,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree completely,Disagree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Poor team dynamics; Fragile code base; Outdated technologies,To get help for my job; To give help to others; Beacause I love to learn
32673,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer; Programmer,Back-end web developer,Back-end web developer,Less than 1 year,0.5,"$30,000 - $40,000",35000.0,3.71,Cassandra; Java; PHP; SQL,Cassandra; Python,Yes,6.0,Employed full-time,Gaming,20-99 employees,1-4 people,0,Never,I love my job,Other,Sublime; PhpStorm,Multiple times a day,None,Dogs,Mac OS X,I don't know,I'm not sure,Multiple times a day,To build a specific product I have in mind,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Salary; Office location; Building something that's significant,Interesting companies rarely respond to me,0%,Show me more live code; Be more flexible about interview scheduling; interview_coffee,Star Trek,Agree completely,Neutral,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Neutral,Disagree completely,Disagree completely,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Inefficient development processes; Interacting with stupid people; Unspecific requirements,To get help for my job; To give help to others; Because I can't do my job without it
32702,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,30-34,32.0,Male,Sr. Developer,Enterprise level services developer,Enterprise level services developer,11+ years,13.0,"$170,000 - $180,000",175000.0,3.71,"AngularJS; C; C++; C#; Cloud (AWS, GAE, Azure, etc.); Dart; Go; iOS; JavaScript; Node.js; Redis; Ruby; Scala; SQL Server; Visual Basic","C#; Cloud (AWS, GAE, Azure, etc.); F#; Go; Hadoop; JavaScript; MongoDB; R; ReactJS; Rust; Scala; SQL Server",Yes,8.0,Freelance / Contractor,Aerospace,"10,000+ employees",15-20 people,4,Part-time remote,I'm neither satisfied nor dissatisfied,A friend referred me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32718,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer,Student,Student,6 - 10 years,8.0,"Less than $10,000",5000.0,3.71,Android; C++; iOS; Java; Objective-C; Swift,C++; Java; Swift,Yes,7.0,I'm a student,,,,,,,,Notepad++; Sublime; Android Studio; Eclipse; Visual Studio; Xcode,Multiple times a day,2-5 hours per week,Cats,Windows 8,No,2 - 100,Multiple times a day,I'm curious,I'm self-taught; On-the-job training; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Industry; Company culture; Flexible work hours,Writing my CV and keeping it updated,40%,Offer remote interviews (e.g. via video conference); Prepare me for who I will be speaking with,,Agree somewhat,Neutral,Neutral,Agree completely,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Agree completely,This is very important,This is somewhat important,I don't care about this,This is very important,This is very important,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,Fragile code base; Outdated technologies; Unspecific requirements,To get help for my job; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
32752,Meta Stack Overflow Post,Netherlands,Western Europe,Western Europe,25-29,27.0,Male,Developer; Full-stack Developer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$20,000 - $30,000",25000.0,3.71,"Android; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; Node.js; SQL; SQL Server; Windows Phone","Android; AngularJS; C#; Cordova; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; SQL; SQL Server; Swift; Windows Phone",Other (please specify),7.0,Employed full-time,Other (please specify),20-99 employees,5-9 people,0,I rarely work remotely,I'm neither satisfied nor dissatisfied,A friend referred me,Notepad++; Sublime; Android Studio; Eclipse; Visual Studio; Xamarin,Multiple times a day,Other (please specify),Dogs,Windows 8,Yes,"1,001 - 5,000",Once a day,I learn new technology when my job requires it,Industry certification program; B.A. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Opportunity for advancement; Office location,Writing cover letters,30%,Introduce me to the team; Fewer brainteasers; Prepare me for who I will be speaking with,,Agree somewhat,Agree completely,Neutral,Agree somewhat,Neutral,Agree completely,Disagree somewhat,Disagree completely,Neutral,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,I don't care about this,Poor team dynamics; Inefficient development processes; Fragile code base,To give help to others; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
