,collector,country,un_subregion,so_region,age_range,age_midpoint,gender,self_identification,occupation,occupation_group,experience_range,experience_midpoint,salary_range,salary_midpoint,big_mac_index,tech_do,tech_want,aliens,programming_ability,employment_status,industry,company_size_range,team_size_range,women_on_team,remote,job_satisfaction,job_discovery,dev_environment,commit_frequency,hobby,dogs_vs_cats,desktop_os,unit_testing,rep_range,visit_frequency,why_learn_new_tech,education,open_to_new_job,new_job_value,job_search_annoyance,interview_likelihood,how_to_improve_interview_process,star_wars_vs_star_trek,agree_tech,agree_notice,agree_problemsolving,agree_diversity,agree_adblocker,agree_alcohol,agree_loveboss,agree_nightcode,agree_legacy,agree_mars,important_variety,important_control,important_sameend,important_newtech,important_buildnew,important_buildexisting,important_promotion,important_companymission,important_wfh,important_ownoffice,developer_challenges,why_stack_overflow
26163,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,35-39,37.0,Male,,other,,2 - 5 years,3.5,"$60,000 - $70,000",65000.0,3.86,R,R; Swift,Yes,6.0,Employed full-time,Government,500-999 employees,10-14 people,6,I rarely work remotely,I love my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; RStudio,Other (please specify),1-2 hours per week,Dogs,Windows 7,Yes,"10,001+",Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Work/life balance; Office location; Building something that's significant,Writing my CV and keeping it updated,10%,Prepare me for who I will be speaking with,Star Wars,Agree completely,Neutral,Agree completely,Agree completely,Neutral,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree completely,Neutral,This is somewhat important,This is very important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,Inefficient development processes,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26188,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer,Student,Student,2 - 5 years,3.5,,,3.86,AngularJS; C#; Go; iOS; Java; JavaScript; MongoDB; Node.js; SQL; SQL Server; Swift,Java; Swift,Other (please specify),6.0,I'm a student,,,,,,,,Eclipse; IntelliJ; RStudio; Visual Studio; Xcode,Multiple times a day,1-2 hours per week,,Windows 10,Other (please specify),"501 - 1,000",Multiple times a day,I want to be a better developer,I'm self-taught; Some college coursework in Computer Science (or related field); B.A. in Computer Science (or related field); Masters Degree in Computer Science (or related field),I am actively looking for a new job,Work/life balance; Quality of colleagues; Building something that's significant,Writing cover letters,80%,Introduce me to the team; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree completely,Neutral,Agree completely,Agree somewhat,Disagree completely,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Unrealistic expectations; Poor infrastructure or equipment,To give help to others; whyso_onlinepresence; To receive help on my personal projects
26198,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Sr. Developer; Ninja; Full-stack Developer,Back-end web developer,Back-end web developer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,3.86,JavaScript; PHP; Redis; SQL,AngularJS; Go; Python; ReactJS,Yes,8.0,Freelance / Contractor,Aerospace,"10,000+ employees",5-9 people,3,Never,I'm somewhat satisfied with my job,Contacted by external recruiter,Sublime; Vim,Multiple times a day,1-2 hours per week,Dogs,Mac OS X,Yes,101 - 500,Multiple times a day,To build a specific product I have in mind,I'm self-taught; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Tech stack; Quality of colleagues,Writing my CV and keeping it updated,40%,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars,Agree somewhat,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree completely,Agree completely,Agree completely,Disagree completely,I don't care about this,I don't care about this,I don't care about this,This is very important,This is somewhat important,This is very important,I don't care about this,I don't care about this,I don't care about this,I don't care about this,Fragile code base; Poor documentation; Unspecific requirements,To get help for my job; Beacause I love to learn
26201,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer,Student,Student,1 - 2 years,1.5,"Less than $10,000",5000.0,3.86,AngularJS; C#; Java; JavaScript; Node.js; Visual Basic,Android; Java,No,8.0,I'm a student,,,,,,,,Notepad++; Eclipse,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",1-2 hours per week,Cats,Windows 7,Yes,2 - 100,Multiple times a day,I'm curious,,,Work/life balance; Company culture; Flexible work hours,Writing cover letters,0%,Introduce me to the team; interview_coffee; Prepare me for who I will be speaking with,Star Wars,Agree completely,Agree somewhat,Neutral,Agree somewhat,Agree completely,Disagree completely,Neutral,Neutral,Neutral,Disagree completely,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Unrealistic expectations; Changing requirements; Unspecific requirements,To get help for my job; Because I can't do my job without it; Beacause I love to learn
26202,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Programmer,Desktop developer,Desktop developer,1 - 2 years,1.5,,,3.86,C++; C#; Java,Android; C#; Java; Windows Phone,Yes,7.0,Employed full-time,Consumer Products,"1,000-4,999 employees",I don't know,5,I rarely work remotely,I love my job,A friend referred me,Notepad++; NetBeans; Visual Studio,Multiple times a day,1-2 hours per week,Cats,Windows 7,Yes,101 - 500,Once a week,I'm curious,B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Quality of colleagues,Writing my CV and keeping it updated,,Show me the space in which I will work; Fewer brainteasers,Star Wars,Agree somewhat,Neutral,Agree completely,,Agree completely,Disagree somewhat,Agree somewhat,Agree somewhat,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is very important,This is somewhat important,,
26272,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,35-39,37.0,Male,Developer,Enterprise level services developer,Enterprise level services developer,11+ years,13.0,"$50,000 - $60,000",55000.0,3.86,C#; SQL Server,C#; F#,Other (please specify),8.0,Employed full-time,Telecommunications,10-19 employees,1-4 people,0,I rarely work remotely,I love my job,A friend referred me,Notepad++; Visual Studio,Multiple times a day,1-2 hours per week,Cats,Windows 10,Yes,"1,001 - 5,000",Multiple times a day,I'm curious,I'm self-taught; Industry certification program; Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Health insurance; Work/life balance; Quality of colleagues; Company culture,Searching for a job that seems interesting,20%,Introduce me to the boss; Introduce me to the team; Show me the space in which I will work,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree completely,Agree somewhat,Disagree somewhat,Neutral,Neutral,Agree completely,Neutral,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,I don't care about this,This is somewhat important,Outdated technologies; Poor infrastructure or equipment; Unspecific requirements,To get help for my job; To give help to others; To discover new job opportunities; To receive help on my personal projects; Beacause I love to learn
26277,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Programmer,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",11+ years,13.0,"$40,000 - $50,000",45000.0,3.86,Android; Java; R,C++; Java; R,Yes,7.0,Unemployed,,,,,,,,Android Studio; RStudio,A couple times a week,None,Dogs,Mac OS X,Yes,2 - 100,Once a day,To keep my skills up to date,B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field); PhD in Computer Science (or related field),I am actively looking for a new job,Salary; Equity; Work/life balance; Office location; Quality of colleagues; Company culture,Finding time to search for a job,80%,Offer remote interviews (e.g. via video conference); interview_coffee; Fewer brainteasers,Star Trek,Agree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Disagree somewhat,Neutral,Agree somewhat,Disagree somewhat,Agree somewhat,I don't care about this,This is somewhat important,This is somewhat important,This is very important,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,I don't care about this,Poor team dynamics; Poor documentation; Interacting with stupid people; Unspecific requirements; Limited resources,To get help for my job; To give help to others; To discover new job opportunities
26342,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,6 - 10 years,8.0,,,3.86,JavaScript; MongoDB; Node.js; ReactJS,JavaScript; MongoDB; Node.js; ReactJS; Swift,Yes,9.0,I'm a student,,,,,,,,Atom,Multiple times a day,5-10 hours per week,Cats,Ubuntu,Yes,101 - 500,Once a week,To build a specific product I have in mind,I'm self-taught; B.S. in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Tech stack; Work/life balance; Building something that's significant,Finding an open job that I'm qualified for,50%,Show me more live code; Introduce me to the team; Show me the space in which I will work; Fewer brainteasers,,Agree completely,Agree somewhat,Neutral,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree completely,Disagree completely,Agree somewhat,I don't care about this,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,Poor team dynamics; Unrealistic expectations; Poor documentation; Outdated technologies; Interacting with stupid people,To give help to others; Because I can't do my job without it; To receive help on my personal projects
26666,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Programmer,Mobile developer - Android,"Mobile Dev (Android, iOS, WP & Multi-Platform)",6 - 10 years,8.0,Other (please specify),,3.86,Android; Arduino / Raspberry Pi; C#; Java; JavaScript; PHP; SQL,Android; Arduino / Raspberry Pi; Java; JavaScript; PHP; SQL,Yes,8.0,I'm a student,,,,,,,,Sublime; Vim; Eclipse; IntelliJ; PhpStorm,Other (please specify),5-10 hours per week,Cats,Ubuntu,I don't know,1,Multiple times a day,I'm curious,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Work/life balance; Building something that's significant; Building something that's innovative,Other (please specify),40%,,Star Wars,Disagree somewhat,Agree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree somewhat,Neutral,Agree completely,Agree somewhat,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,Outdated technologies; Interacting with non-technical people; Interacting with stupid people,To give help to others; Because I can't do my job without it; To receive help on my personal projects; Beacause I love to learn
26738,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer; Hacker,Desktop developer,Desktop developer,6 - 10 years,8.0,Unemployed,,3.86,Android; C#; Java; JavaScript; Windows Phone,C++; C#; Python,Yes,7.0,I'm a student,,,,,,,,Notepad++; Eclipse; Visual Studio; Xamarin,A couple times a week,2-5 hours per week,Dogs,Windows 10,Yes,"1,001 - 5,000",Multiple times a day,I want to be a better developer,I'm self-taught,"I'm not actively looking, but I am open to new opportunities",Work/life balance; Opportunity for advancement; Office location; Quality of colleagues,Other (please specify),0%,,Star Wars,Neutral,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree completely,Neutral,Agree somewhat,Disagree completely,Disagree somewhat,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,,To give help to others; whyso_onlinepresence; Beacause I love to learn
26916,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,40-49,44.5,Male,Developer,Desktop developer,Desktop developer,11+ years,13.0,Rather not say,,3.86,C#; Java; Swift,C#; Java; Swift,No,4.0,Prefer not to disclose,Not Currently Employed,I am not part of a company,I am not on a team,"I am not on a ""team""",Never,I love my job,Self-employed - I created my own job,NetBeans; Visual Studio; Xcode,A few times a month,2-5 hours per week,Dogs,Mac OS X,I don't know,I don't have an account,Once a month,To keep my skills up to date,I'm self-taught,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26924,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Engineer; Programmer,Student,Student,1 - 2 years,1.5,Unemployed,,3.86,"Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Objective-C; Swift",Android; C; C++; C#; iOS; JavaScript; Node.js; ReactJS; Swift,Yes,5.0,I'm a student,,,,,,,,Xcode,Multiple times a day,5-10 hours per week,Dogs,Mac OS X,I don't know,2 - 100,Once a day,I'm curious,"I'm self-taught; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.)","I'm not actively looking, but I am open to new opportunities",Company culture; Building something that's significant; Building something that's innovative,Searching for a job that seems interesting,80%,,Star Wars,,,,,,,,,,,,,,,,,,,,,Inefficient development processes; Unrealistic expectations; Poor documentation; Corporate policies; Interacting with stupid people; Poor infrastructure or equipment,To discover new job opportunities; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
26961,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,40-49,44.5,Male,Developer; Full-stack Developer,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26989,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer; Engineer; Programmer; Manager; Hacker,other,,11+ years,13.0,Rather not say,,3.86,Arduino / Raspberry Pi; AngularJS; C++; Cordova; JavaScript; Rust; SQL,C++; JavaScript; Rust,Yes,10.0,Employed full-time,Other (please specify),10-19 employees,I am not on a team,4,Never,I love my job,Self-employed - I created my own job,Vim,A couple times a week,2-5 hours per week,Other (please specify),Ubuntu,Yes,I'm not sure,Multiple times a day,To build a specific product I have in mind,I'm self-taught,I am not interested in new job opportunities,Flexible work hours,Searching for a job that seems interesting,Other (please specify),Offer remote interviews (e.g. via video conference); Introduce me to the team; Show me the space in which I will work,Star Wars; Star Trek,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Agree somewhat,Agree completely,Agree somewhat,Agree completely,Disagree somewhat,Neutral,This is very important,This is very important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,This is very important,I don't care about this,I don't care about this,Poor documentation; Limited resources,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects
27026,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Programmer; Ninja,Desktop developer,Desktop developer,2 - 5 years,3.5,Rather not say,,3.86,Android; C#; PHP,Android; Arduino / Raspberry Pi; AngularJS; C#; MongoDB; Windows Phone,No,8.0,Freelance / Contractor,Software Products,I am not part of a company,I am not on a team,"I am not on a ""team""",Never,I love my job,Self-employed - I created my own job,Notepad++; Visual Studio,Multiple times a day,5-10 hours per week,Dogs,Windows 7,Yes,1,Multiple times a day,I'm curious,I'm self-taught; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Ability to make or influence important decisions; Flexible work hours; Building something that's innovative,Writing my CV and keeping it updated,10%,Show me more live code; interview_coffee; Prepare me for who I will be speaking with,Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree completely,Agree completely,Disagree somewhat,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,This is somewhat important,Unrealistic expectations; Interacting with non-technical people; Changing requirements,To get help for my job; To give help to others; To communicate with others like me; To receive help on my personal projects; Beacause I love to learn
27033,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Programmer; Expert,Student,Student,2 - 5 years,3.5,"Less than $10,000",5000.0,3.86,"Android; C++; C#; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; PHP; Ruby; SQL; SQL Server; Visual Basic","Android; C++; C#; Cloud (AWS, GAE, Azure, etc.); JavaScript; PHP; SQL; SQL Server; Windows Phone",Yes,7.0,I'm a student,,,,,,,,Sublime; Visual Studio,"I don't ""check-in or commit code"", but I do put code into production somewhat frequently",2-5 hours per week,Other (please specify),Windows 10,Yes,1,Once a month,I learn new technology when my job requires it,I'm self-taught; Some college coursework in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Work/life balance; Flexible work hours,Searching for a job that seems interesting,50%,interview_coffee; Show me the space in which I will work; Prepare me for who I will be speaking with,Star Trek,Neutral,Agree completely,Agree completely,Agree completely,Disagree somewhat,Neutral,Neutral,Agree completely,Neutral,Disagree completely,I don't care about this,This is very important,I don't care about this,This is very important,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,Poor documentation; Changing requirements; Unspecific requirements,To get help for my job
27110,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Engineer,Developer with a statistics or mathematics background,"Mathematics Developers (Data Scientists, Machine Learning Devs & Devs with Stats & Math Backgrounds)",6 - 10 years,8.0,,,3.86,C; C++; C#,C; C++; C#; F#,Yes,8.0,I'm a student,,,,,,,,Notepad++; Visual Studio,Multiple times a day,2-5 hours per week,Other (please specify),Windows 10,Yes,2 - 100,Multiple times a day,To build a specific product I have in mind,I'm self-taught; B.S. in Computer Science (or related field),I am not interested in new job opportunities,Work/life balance; Company culture; Building something that's innovative,,20%,,,,Agree completely,Agree somewhat,Agree somewhat,Agree completely,Disagree completely,Agree completely,Agree completely,Neutral,Disagree completely,I don't care about this,I don't care about this,I don't care about this,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,I don't care about this,This is very important,Corporate policies; Outdated technologies; Poor infrastructure or equipment,To get help for my job; Because I can't do my job without it; To receive help on my personal projects
27125,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Engineer; Programmer; Hacker,Student,Student,2 - 5 years,3.5,Unemployed,,3.86,Android; AngularJS; Java; JavaScript; Python,Python; Swift,Yes,8.0,I'm a student,,,,,,,,Sublime,A couple times a week,2-5 hours per week,Cats,Windows 7,I don't know,2 - 100,Once a week,I'm curious,I'm self-taught; Some college coursework in Computer Science (or related field),I am not interested in new job opportunities,Salary; Work/life balance; Flexible work hours,Writing cover letters,20%,Show me more live code; Introduce me to the boss; Introduce me to the team; Show me the space in which I will work,,Agree somewhat,Agree somewhat,Agree completely,Neutral,Disagree completely,Disagree completely,,Agree somewhat,,Disagree completely,This is very important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,This is somewhat important,I don't care about this,I don't care about this,Fragile code base; Non-technical management; Unspecific requirements,To give help to others; To receive help on my personal projects; Beacause I love to learn
27149,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Full Stack Overflow Developer,Business intelligence or data warehousing expert,Business intelligence or data warehousing expert,6 - 10 years,8.0,"$80,000 - $90,000",85000.0,3.86,AngularJS; C#; JavaScript; SQL,"AngularJS; Cassandra; Cloud (AWS, GAE, Azure, etc.); Go; MongoDB; Node.js; ReactJS; Redis",Yes,10.0,Employed full-time,Consulting,20-99 employees,1-4 people,0,I rarely work remotely,I'm somewhat dissatisfied with my job,"Other job website e.g. Indeed, Monster, Dice, Xing, etc.",Notepad++; Sublime; Visual Studio; Visual Studio Code,Multiple times a day,5-10 hours per week,Cats,Mac OS X,Yes,I'm not sure,Multiple times a day,I'm curious,"I'm self-taught; On-the-job training; Online class (e.g. Coursera, Codecademy, Khan Academy, etc.); Industry certification program; B.A. in Computer Science (or related field); B.S. in Computer Science (or related field)","I'm not actively looking, but I am open to new opportunities",Salary; Ability to make or influence important decisions; Health insurance; Industry; Tech stack; Company stage; Work/life balance; Opportunity for advancement; Job title; Office location; Quality of colleagues; Company culture; Building something that's significant; Remote working option; Building something that's innovative,Interesting companies rarely respond to me,70%,Introduce me to the boss; Prepare me for who I will be speaking with,Star Wars; Star Trek,Disagree somewhat,Agree completely,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree somewhat,Neutral,Disagree completely,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,Poor team dynamics; Inefficient development processes; Fragile code base; Poor scheduling; Unrealistic expectations; Poor documentation; Corporate policies; Outdated technologies; Non-technical management; Limited resources; Trying to be nice,To get help for my job; To discover new job opportunities; Beacause I love to learn
27178,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Programmer; Full-stack Developer; Hacker,Full-stack web developer,Full-stack web developer,11+ years,13.0,"$40,000 - $50,000",45000.0,3.86,C; C++; Java; JavaScript; PHP; Python; SQL,C; JavaScript; Python; SQL,No,7.0,Employed full-time,Healthcare,"5,000-9,999 employees",1-4 people,1,I rarely work remotely,I love my job,A friend referred me,Vim,Multiple times a day,2-5 hours per week,Other (please specify),Other Linux,Yes,"1,001 - 5,000",Multiple times a day,I want to be a better developer,Masters Degree in Computer Science (or related field),I am not interested in new job opportunities,Tech stack; Work/life balance; Building something that's significant,Searching for a job that seems interesting,100%,Introduce me to the team; Fewer brainteasers; Prepare me for who I will be speaking with,Star Wars,Agree somewhat,Neutral,Agree completely,Agree somewhat,Disagree completely,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree completely,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,This is very important,I don't care about this,This is very important,This is somewhat important,I don't care about this,Fragile code base; Poor documentation; Corporate policies,To get help for my job; To give help to others; Because I can't do my job without it; To demonstrate that I'm good at what I do; To communicate with others like me; Beacause I love to learn
27208,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer,Designer,Designer,6 - 10 years,8.0,"$60,000 - $70,000",65000.0,3.86,C++; Java; Python,Java; Python,Yes,7.0,Employed full-time,Education,"10,000+ employees",15-20 people,2,Part-time remote,I love my job,I knew I wanted to work here. I sought out the opportunity directly,Notepad++; Eclipse,Multiple times a day,None,Dogs,Mac OS X,Yes,I don't have an account,Once a day,I'm curious,Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Opportunity for advancement; Flexible work hours,Searching for a job that seems interesting,,Show me more live code; Introduce me to the team; Show me the space in which I will work,Star Wars; Star Trek,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree completely,Agree completely,Disagree somewhat,Disagree completely,This is very important,This is very important,I don't care about this,This is very important,This is somewhat important,This is somewhat important,This is very important,This is very important,This is very important,I don't care about this,Corporate policies; Non-technical management,To get help for my job; Because I can't do my job without it
27319,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,40-49,44.5,Male,Developer,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27331,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,20-24,22.0,Male,Developer; Programmer,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27490,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,> 60,65.0,Male,Developer,System administrator,System administrator,6 - 10 years,8.0,Rather not say,,3.86,Arduino / Raspberry Pi; Python,Arduino / Raspberry Pi; C++; Java; Python,Yes,6.0,Employed full-time,Aerospace,"10,000+ employees",5-9 people,0,Never,I love my job,A friend referred me,Vim,I never check-in or commit code,10-20 hours per week,Cats,Mac OS X,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27566,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Engineer; Programmer,Desktop developer,Desktop developer,6 - 10 years,8.0,Unemployed,,3.86,C++; Node.js,C++; Node.js,Yes,7.0,Unemployed,,,,,,,,Notepad++; Visual Studio,A few times a month,10-20 hours per week,Cats,Windows 7,No,I don't have an account,Once a week,To build a specific product I have in mind,I'm self-taught; Some college coursework in Computer Science (or related field); B.S. in Computer Science (or related field),I am actively looking for a new job,Office location; Building something that's significant; Flexible work hours,Writing cover letters,10%,Fewer brainteasers; Prepare me for who I will be speaking with,,Agree somewhat,Agree somewhat,Agree completely,Agree completely,Agree completely,Neutral,Neutral,Agree completely,Neutral,Disagree completely,This is somewhat important,This is somewhat important,I don't care about this,This is somewhat important,This is very important,This is somewhat important,I don't care about this,This is somewhat important,This is somewhat important,This is very important,Poor scheduling; Unrealistic expectations,To receive help on my personal projects
27584,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,30-34,32.0,Male,Developer; Engineer; Programmer,Mobile developer,"Mobile Dev (Android, iOS, WP & Multi-Platform)",2 - 5 years,3.5,"$50,000 - $60,000",55000.0,3.86,Android; C#; Go; Java; JavaScript,,Yes,8.0,Freelance / Contractor,Software Products,10-19 employees,1-4 people,3,Part-time remote,I'm somewhat satisfied with my job,A friend referred me,Android Studio; Eclipse,Multiple times a day,20+ hours per week,,Windows 10,No,"1,001 - 5,000",Multiple times a day,To keep my skills up to date,I'm self-taught; B.S. in Computer Science (or related field); Masters Degree in Computer Science (or related field),"I'm not actively looking, but I am open to new opportunities",Salary; Company size; Work/life balance; Quality of colleagues,Finding time to search for a job,50%,Show me more live code; interview_coffee,Star Wars,Agree completely,Agree completely,Agree completely,Agree somewhat,Agree completely,Disagree completely,Agree somewhat,Agree completely,Neutral,Disagree completely,I don't care about this,This is somewhat important,This is very important,This is very important,This is very important,This is somewhat important,This is somewhat important,This is very important,This is somewhat important,This is very important,Poor team dynamics; Inefficient development processes; Poor infrastructure or equipment; Limited resources,To give help to others; whyso_onlinepresence; To receive help on my personal projects; Beacause I love to learn
27590,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Developer; Programmer; Sr. Developer; Expert; Hacker,other,,11+ years,13.0,"$50,000 - $60,000",55000.0,3.86,"Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); SQL Server; Windows Phone","Arduino / Raspberry Pi; C#; Cloud (AWS, GAE, Azure, etc.); F#; Windows Phone",Yes,10.0,Employed full-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27674,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,< 20,16.0,Male,Developer; Engineer; Programmer; Hacker,,,,,,,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27679,Meta Stack Overflow Post,Germany,Western Europe,Western Europe,25-29,27.0,Male,Engineer,Student,Student,1 - 2 years,1.5,"$10,000 - $20,000",15000.0,3.86,Arduino / Raspberry Pi; C; LAMP; PHP,Arduino / Raspberry Pi; C++; C#; PHP; Python,No,3.0,Employed full-time,Automotive,20-99 employees,I am not on a team,1,I rarely work remotely,I'm somewhat satisfied with my job,Other,NetBeans,I never check-in or commit code,2-5 hours per week,Dogs,Windows 8,Yes,I don't have an account,Once a day,To build a specific product I have in mind,I'm self-taught,I am not interested in new job opportunities,,,,,,,,,,,,,,,,,,,,,,,,,,,
