Sweden,< 20,Male,Spaces,2 - 5 years,Student,Windows 7,,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,Visual Basic,,,,,Arduino / Raspberry Pi,,,C++,,C#,,,,,,,,Go,,,iOS,Java,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,Visual Basic,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No,I am open to new job opportunities,,,,,,,,,,,,,,,,Building something that matters,Remote working options,Flexible work hours,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,Spaces,2 - 5 years,Student,Other Linux,Arch Linux,,,,,,,,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,,,,,,,,,,Agda,,,,,,,,,,,,,,,,,Haskell,,,,,,,,,,,,,,,,,,,,,,,,,,Agda,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,,,Ability to make or influence important decisions,,,,,,,,,,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,Tabs,1 - 2 years,Student,Windows 8,,Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,,Android,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,,,,Quality of colleagues,Company culture,,,,,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,Tabs,2 - 5 years,Student,Mac OS X,,,,,,,,,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,,,,,,,,,,,,,Swift,,,,,,,,,,C++11,,,,,,,,,Go,,,iOS,,,,,,,,,,,,,,Rust,,,,,,,Swift,,,,,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,,,,,Yes,I am not interested in other job opportunities,,,,,,Tech stack,,,,,,,,,Company reputation,Building something that matters,,,It's non-negotiable,,,,,Writing my CV and keeping it updated,Taking time off work to interview,The interview process,Rarely,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Great,Tolerate,Hate,Hate,Message is personalized,Code or projects I've worked on are referenced,Stack Overflow activity is mentioned,,,,,,,,,Tech stack,,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,Show meæmore live code,,,,Introduce me to the team,,,,Prepare me for who I will be speaking with,,,,,,,0,10-20 hours per week,Once a month,atom.io,,Dark,Git,,,,,,,,,,,Git,,,To give help to others,,To maintain an online presence,To demonstrate that I'm good at what I do,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,I feel a sense of responsibility to the developer community,,,
Sweden,25-29,Male,Tabs,2 - 5 years,Student,Mint,,,,,,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hadoop,,,Java,JavaScript,,Matlab,,,,,,Python,R,,Ruby,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,Health insurance,,,,,,,,,Quality of colleagues,,,Building something that matters,,,Very important,Finding time to job search,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,I don't have an account,Great,Great,Hate,Message is personalized,Code or projects I've worked on are referenced,,,,Salary information is provided,,,Salary,,,,Office location,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Great,Great,,,Offer remote interviews (ie. via video conference),,,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,It's a jobs site specificallyæfor programmers,,,,,1,1-2 hours per week,Multipleætimes a day,NotePad++,gedit,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,20-24,Male,Tabs,Less than 1 year,Student,Windows 8,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,GLSL,No formal training; I'm self-taught,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,,,,,,,,,Work/life balance,,,,,Company culture,Company reputation,,,,Neutral - I don't mind working in the office or remotely,Finding time to job search,,Searching for a job that seems interesting,,,,The interview process,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Tolerate,Hate,Hate,I don't have an account,Hate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,,,,,,,Company name,,,,,,Tolerate,Hate,Tolerate,Great,Great,,,,,,,,,,,,,,,,2,5-10 hours per week,Multipleætimes a day,Sublime Text,,Dark,,,,,,,,,,,,Git,,,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Ubuntu,,,,,,C++,C++11,,,,,,,,,,,Haskell,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am not interested in other job opportunities,Salary,,,,,,,,,,,,Quality of colleagues,Company culture,,,,,Somewhat important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,40-50,Male,Tabs,1 - 2 years,Student,Windows 7,,Android,,AngularJS,,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,Swift,,,,,,,AngularJS,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,,,,,,,Building something that matters,,Flexible work hours,Neutral - I don't mind working in the office or remotely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,Tabs,2 - 5 years,Student,Ubuntu,,,,,,,C++11,,,,,,,,,,,Haskell,,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,CoffeeScript,,,,,,Go,,Haskell,,Java,JavaScript,,,,Node.js,,,,Python,,,,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,< 20,Male,Tabs,1 - 2 years,Student,Windows 7,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,Spaces,1 - 2 years,Student,Fedora,,,,,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,"erlang, VHDL, assembly",Android,Arduino / Raspberry Pi,,C,C++,C++11,,,CoffeeScript,,,,,,,,Haskell,,Java,JavaScript,,,,,,,PHP,Python,R,,Ruby,,,,,,SQL,SQL Server,,Visual Basic,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,Opportunity for advancement,,,,Company culture,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,I don't have an account,I don't have an account,Great,Tolerate,I don't have an account,Hate,,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,Company culture is described,,,,,,,,,,,Details about the product or project I'd be working on,Tolerate,Hate,Great,Tolerate,Great,Show meæmore live code,,,,Introduce me to the team,,,,,,It's a jobs site specificallyæfor programmers,,,,,4,2-5 hours per week,Multipleætimes a day,Vim,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,To give help to others,,,,,To receive help onæmy personal projects,Because I love to learn,,Always,,My answer will help lots of people who have the same problem in the future,,,,,,
Sweden,20-24,Male,Spaces,6 - 10 years,Student,Other Linux,,,,,,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,Rust,,,,,,,,,,,,,,,,,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,Rust,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,Masters Degree in Computer Science (or related field),,,"Less than $20,000",10000,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,,,,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,,,The interview process,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Tolerate,Tolerate,Tolerate,Hate,Message is personalized,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,,,,,,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,Show meæmore live code,,,,Introduce me to the team,,,Fewer brainteasers,,,,,,,,0,2-5 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,,To give help to others,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,
Sweden,30-34,Male,Tabs,1 - 2 years,Student,Windows 7,,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,Android,Arduino / Raspberry Pi,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,,,,,Company culture,,Building something that matters,Remote working options,,Very important,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,,,,,Never,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Tolerate,Great,Tolerate,Great,Message is personalized,,,,Company culture is described,Salary information is provided,,,Salary,,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Great,Great,Great,,,Offer remote interviews (ie. via video conference),Introduce me to the boss,,,Show me the space in which I will work,,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,,3,10-20 hours per week,Once a day,Sublime Text,,Light,,,,,,,,,,I don't use source control,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,20-24,Male,Spaces,2 - 5 years,Student,Windows 8,,,,,C,C++,C++11,C#,,,,,,,,,,,,Java,,,,,,,,,Python,,,,,,,,,SQL,,,,,,Erlang,Android,,,C,C++,C++11,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,Erlang,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,,,,,,Work/life balance,,,,Quality of colleagues,,,,,,Somewhat important,Finding time to job search,Finding an open job that I'm qualified for,,,Writing my CV and keeping it updated,,,About once a week,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,,,,,,,Message is personalized,,,,,,,,Salary,Benefits,,,,,,Details about the product or project I'd be working on,Tolerate,Tolerate,Tolerate,Great,Great,,,,,,,,Fewer brainteasers,,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,,Other,2,1-2 hours per week,Multipleætimes a day,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,,It feels good to demonstrate my expertise.,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Windows 8,Windows 10,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,Windows Phone,Wordpress,,Android,Arduino / Raspberry Pi,AngularJS,,,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,Objective-C,,PHP,Python,,,,,,,Sharepoint,,SQL,SQL Server,,,Windows Phone,Wordpress,,No formal training; I'm self-taught,,"Intensive code ""boot-camp"" or night school","Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,,,,,,,,,,,,Company reputation,Building something that matters,,,Not important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,25-29,Male,Spaces,1 - 2 years,Student,Mac OS X,,,Arduino / Raspberry Pi,,C,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,,,Arduino / Raspberry Pi,,C,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,Salary,,,,,,,,,Opportunity for advancement,,,Quality of colleagues,,,,,,Neutral - I don't mind working in the office or remotely,,,,,Writing my CV and keeping it updated,,,Never,I wish more recruiters contacted me!,Tolerate,Tolerate,I don't have an account,Great,Tolerate,Hate,Tolerate,,Code or projects I've worked on are referenced,,,,Salary information is provided,Benefits / perks of the work environment are described,,Salary,Benefits,,,,Job title,,,Tolerate,Tolerate,Great,Great,Great,,,,Introduce me to the boss,Introduce me to the team,Offer me a decent cup of coffee,,,,,,,,,,4,5-10 hours per week,Once a week,Sublime Text,,Light,,,,,,,,,,,,Git,,,To give help to others,,,,To communicate with others like me,,Because I love to learn,,Always,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,,,,
Sweden,< 20,Male,Tabs,Less than 1 year,Student,Windows 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,,,,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,20-24,Male,It depends,1 - 2 years,Student,Windows 7,,,,,,C++,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android,,,,C++,C++11,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,25-29,Male,Tabs,2 - 5 years,Student,Ubuntu,,,,,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,Android,Arduino / Raspberry Pi,,,,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,I'm a student,,,,,No (I'm a student),I am actively looking for a new job,,,,,,,,,Work/life balance,,,,Quality of colleagues,Company culture,,,,,Neutral - I don't mind working in the office or remotely,,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,The interview process,Rarely,"I wish fewer recruiters would contact me, or at least wereŒæmore selective",Great,Great,I don't have an account,Great,I don't have an account,I don't have an account,Hate,Message is personalized,,,Team I would be working with isædescribed,Company culture is described,,,,,,Company name,,,,People I would be working with,Details about the product or project I'd be working on,,,,,,,,,,,,,,,,,,,Because the jobs ads are right there on Stack Overflow,,3,None,Multipleætimes a day,Sublime Text,,Dark,Git,Mercurial,,,,,,,,,,Git,,To get help for my job,,,,,,,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,20-24,Male,Tabs,6 - 10 years,Student,Mac OS X,,,,,,,,,,CoffeeScript,,,,,,,,,iOS,,,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,,,,Quality of colleagues,,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,,Interesting companies rarely respond,,,The interview process,Never,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Hate,Great,I don't have an account,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,,,Company name,,,,,,Tolerate,Tolerate,Great,Great,Great,,,,Introduce me to the boss,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,2,5-10 hours per week,Multipleætimes a day,Sublime Text,,Dark,,,,,,,,,,I don't use source control,,Git,,,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,I feel a sense of responsibility to the developer community,,,"I don't answer much (or at all), but I want to answer more"
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Windows 7,,,Arduino / Raspberry Pi,,,C++,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,Swift,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,Work/life balance,Opportunity for advancement,,,,,,Building something that matters,,,Somewhat important,,Finding an open job that I'm qualified for,Searching for a job that seems interesting,Interesting companies rarely respond,,,,Never,I wish more recruiters contacted me!,Great,I don't have an account,I don't have an account,Great,Great,Hate,Hate,Message is personalized,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,Salary,Benefits,,,Office location,,People I would be working with,Details about the product or project I'd be working on,Great,Tolerate,Tolerate,Tolerate,Great,,,,,Introduce me to the team,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,,,0,10-20 hours per week,Multipleætimes a day,NotePad++,,Dark,,,,,,,,,,,,Git,,,To give help to others,,,,To communicate with others like me,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,It feels good to demonstrate my expertise.,,I feel a sense of responsibility to the developer community,,,
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Mac OS X,,,,,,,,,,,,,,,,,,,iOS,,,,,,,Objective-C,,,Python,,,,,,,,,,,Swift,,,,,,,,,,,,,,,,,,,,,,iOS,,,,,,,,,,Python,,,,,,,,,,,Swift,,,,,No formal training; I'm self-taught,,,,,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,,,,Quality of colleagues,Company culture,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,Finding an open job that I'm qualified for,,,,,,Rarely,I wish more recruiters contacted me!,Great,Tolerate,I don't have an account,Tolerate,I don't have an account,Tolerate,Tolerate,Message is personalized,Code or projects I've worked on are referenced,,,Company culture is described,,,,,,Company name,,Office location,,,Details about the product or project I'd be working on,Hate,Hate,Hate,Tolerate,Great,,,,,,,,,,,,,,,,2,10-20 hours per week,Once a week,Sublime Text,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,,,,Usually,,,It feels good to demonstrate my expertise.,Demonstrating my expertise will benefit me,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Windows 7,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,,Android,Arduino / Raspberry Pi,AngularJS,,,,,,CoffeeScript,Cordova,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,,,,,Yes,I am open to new job opportunities,,,,,,,,,,,,,,Company culture,,Building something that matters,,Flexible work hours,Very important,,,Searching for a job that seems interesting,,Writing my CV and keeping it updated,,,Never,I wish more recruiters contacted me!,Great,Great,I don't have an account,Hate,I don't have an account,Great,Great,Message is personalized,Code or projects I've worked on are referenced,,,,,Benefits / perks of the work environment are described,,,Benefits,,Tech stack,,,,Details about the product or project I'd be working on,Tolerate,Hate,Great,Great,Great,,,,,Introduce me to the team,,Show me the space in which I will work,,,,,,,,,0,5-10 hours per week,Once a day,Sublime Text,,I don't use an IDE,,,SVN,,,,,,,,,Git,,To get help for my job,To give help to others,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,< 20,Male,It depends,2 - 5 years,Student,Other Linux,Arch,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,,,,,Node.js,,,PHP,Python,,,,,,,,,,,,,,,,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,Ada,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,Unemployed,Unemployed,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,,,Office location,,Company culture,,Building something that matters,,,Neutral - I don't mind working in the office or remotely,,,,,,,,Never,,Great,I don't have an account,I don't have an account,Great,I don't have an account,Tolerate,Tolerate,,,,Team I would be working with isædescribed,,,Benefits / perks of the work environment are described,,,Benefits,Company name,,Office location,,People I would be working with,Details about the product or project I'd be working on,Tolerate,Great,Great,Great,Great,,,Offer remote interviews (ie. via video conference),,,,,,Prepare me for who I will be speaking with,,It's a jobs site specificallyæfor programmers,Goodæselection of relevant jobs,,Because the jobs ads are right there on Stack Overflow,,2,5-10 hours per week,Once a day,Vim,,Light,,,,,,,,,,I don't use source control,,Git,,,,,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,,,,,,,,"I don't answer much (or at all), but I want to answer more"
Sweden,< 20,Male,Tabs,2 - 5 years,Student,Windows 8,,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,,,,,,,C++11,,,,,,,,,Go,,Haskell,,Java,,,Matlab,,,,,,Python,,,Ruby,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,,,,,No (I'm a student),I am open to new job opportunities,,,,,,,,,,,,,,Company culture,Company reputation,Building something that matters,,,Somewhat important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,25-29,Male,Spaces,6 - 10 years,Student,Mac OS X,,,,,,,,,,,,,,,,,,Haskell,,,JavaScript,,,,,,,PHP,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haskell,iOS,,JavaScript,,,,Node.js,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,I'm a student,,,,,No (I'm a student),I am actively looking for a new job,,,,,,,,,,,,,Quality of colleagues,Company culture,,Building something that matters,,,Somewhat important,,Finding an open job that I'm qualified for,,,Writing my CV and keeping it updated,,,Rarely,I wish more recruiters contacted me!,Great,Great,I don't have an account,Great,Great,Tolerate,Hate,,Code or projects I've worked on are referenced,,Team I would be working with isædescribed,Company culture is described,,,,,,,,,,,Details about the product or project I'd be working on,Great,Tolerate,Great,Tolerate,Great,,,,,Introduce me to the team,,Show me the space in which I will work,,Prepare me for who I will be speaking with,,,,,,,0,2-5 hours per week,Multipleætimes a day,Vim,,Dark,Git,,,,,,,,,,,Git,,To get help for my job,,Because I can't do my job without it,,,,To receive help onæmy personal projects,Because I love to learn,,Usually,It feels good to help a programmer in need,My answer will help lots of people who have the same problem in the future,,,,,,"I don't answer much (or at all), but I want to answer more"
